Uniquekey,category,matched_chat_text,Skill,pred_val_bert,pred_val_llm_skill,pred_val_llm_skill_desc,subprocess,group,confidence,reasoning
591ef69ac57cf7e155b0fb7bd8084687,basic,What is the structure of semantic networks?,Semantic Networks,Remember,Understand,Understand,Explaining,lower_order,high,Asking about the structure of semantic networks requests an explanation of their components and organization.
9f2c8fc7fc28dbf2786d61d11a238733,complex,"""How do I build a semantic network for a figure in RPM that contains an empty circle in the bottom left corner, a smaller empty diamond within the empty circle, and a small filled circle on the top right?""",Semantic Networks,Create,Apply,Apply,Implementing,mid_order,high,"The student requests step-by-step construction of a semantic network for a specific figure, a procedural implementation task."
d5fd1d22dab3cc4708a480198374e1a7,complex,"""I want to build a semantic network for a 2x2 RPM problem. Figure A contains an empty circle in the bottom left corner, a smaller empty diamond within the empty circle, and a small filled circle on the top right. Figure B contains an empty circle in the bottom left corner and an empty large diamond on the top right corner. How do I build a semantic network that represents the change from A to B?\n\n\n""",Semantic Networks,Create,Apply,Apply,Implementing,mid_order,high,"The student requests building a semantic network that captures a specific transformation between two figures, a procedural construction task."
160d077f87b55906ce23a80d4d7f4b1f,critical,"""In building a semantic network for a 2x2 RPM problem, how do I know when to identify an element in figure B as an added element that did not exist in figure A, as opposed to it being the same element as in figure A but just in a different location?""",Semantic Networks,Analyze,Analyze,Analyze,Differentiating,mid_order,high,"The student asks how to distinguish whether an element is newly added or the same moved, requiring analysis of differences between figures and element identities."
1ceed95ef127ffca87f4d7528b6e1f1f,critical,"""In constructing a semantic network for a single RPM, how do I know which fea-tures are important to record for a shape, such as their fill, location, size, etc.? I ask this because there are many possible features and not all of them might be relevant to the problem.\n\n\n""",Semantic Networks,Apply,Analyze,Understand,Classifying,lower_order,medium,"The question asks which shape features are important, requiring classification of features as relevant or irrelevant to the problem."
e3c9b31b17fb6b5000fb705db16144ed,creative,"""Does it make sense to apply semantic networks to represent concepts learned in a class, and how feasible would it be to do so?""",Semantic Networks,Create,Evaluate,Evaluate,Critiquing,higher_order,high,"The student asks whether it's sensible and feasible to apply semantic networks to class concepts, requiring a critical evaluation of pros and cons."
129bde10d159cded16cbb40e17e9b193,basic,How does the context space act as a constraint in Explanation based learning?,Explanation-Based Learning,Apply,Understand,Understand,Explaining,lower_order,high,"They ask how context space functions as a constraint in EBL, which is a conceptual explanation of the role of context."
dc9cac2d1b2c6c5ca989121ebc152ef0,basic,"""What does abstraction mean in EBL and how can it be used to generalize from a simple example, such as the one with the cylindrical shape?""",Explanation-Based Learning,Create,Understand,Understand,Explaining,lower_order,high,"This asks for the meaning of abstraction in EBL and how it aids generalization, which is conceptual explanation."
5c1069d6c9f6313fbd2f5c1959c0fdb3,complex,How does Explanation-Based Learning transform a single training example into a generalized rule step-by-step?\n,Explanation-Based Learning,Apply,Understand,Understand,Explaining,lower_order,high,"The student requests a step-by-step explanatory description of the EBL generalization process, which is conceptual understanding."
3496256698dbbc04b45731cb1210756d,complex,How do concept space constraints influence the transfer process in Explanation-Based Learning?,Explanation-Based Learning,Analyze,Understand,Analyze,Attributing,mid_order,high,"The question asks how concept-space constraints affect transfer, requiring analysis of causal relationships in EBL."
e48d9618f2f1d93129aff282e14ac5c5,critical,What happens if the domain theory used in Explanation-Based Learning is incorrect or incomplete?,Explanation-Based Learning,Apply,Analyze,Analyze,Attributing,mid_order,high,"They ask about consequences of incorrect/incomplete domain theory in EBL, requiring analysis of resulting failures."
1ffc42e90f35375bab20c5235e4ee545,critical,Is it possible for EBL to give an incorrect abstraction even when the correct concept space is given? Give me an example of this,Explanation-Based Learning,Understand,Create,Evaluate,Checking,higher_order,medium,"They ask whether EBL can produce incorrect abstractions despite a correct concept space and request an example, requiring evaluative judgment and illustration."
9aeb976c6b6464f6297685f68300597d,creative,How can analogical transfer be incorporated into Explanation-Based Learning to improve generalization across domains?,Explanation-Based Learning,Apply,Create,Create,Generating,higher_order,high,"The student asks how to incorporate analogical transfer into EBL, which requires generating a new method or design."
d79025059052fd44bfa05f14f5db1ded,creative,"""In a food delivery robot scenario, how would Explanation-Based Learning use concept space and abstraction to distinguish between a delivery destination and an obstacle? Provide a concrete example and explain the reasoning process.""",Explanation-Based Learning,Apply,Apply,Apply,Implementing,mid_order,high,"The student asks for a concrete EBL example applied to a robot scenario, requiring application of concepts to a situation."
6588e78e5b1f25fe5b4733387ae71202,basic,"""What is incremental concept learning, and what problem is it trying to solve?""",Incremental Concept Learning,Analyze,Understand,Understand,Explaining,lower_order,high,Requesting what incremental concept learning is and the problem it solves asks for an explanatory understanding.
d71c0e42a18659829bce476a08457da7,basic,"""What are the roles of generalization, specialization, and “do nothing” when a new example is encountered?""",Incremental Concept Learning,Analyze,Understand,Understand,Explaining,lower_order,high,"The question requests an explanation of the roles of the three operations when a new example arrives, which is conceptual understanding."
29347f55e09055d1fcc8a207503ca9c2,complex,"""Given a sequence of positive and negative examples, how does incremental concept learning update the current concept step by step?""",Incremental Concept Learning,Apply,Understand,Understand,Summarizing,lower_order,high,Describing the step-by-step update process for incremental concept learning is a request to summarize the procedure.
bc0b8f4b53fb86927322ed9cf19ddb79,complex,How do variabilization and background knowledge (like is-a relationships) interact with generalization and specialization during concept learning?,Incremental Concept Learning,Analyze,Analyze,Analyze,Organizing,mid_order,high,"They ask how multiple mechanisms interact, which requires organizing relationships among variabilization, background knowledge, and generalization/specialization."
629407864aa68af20f9541eabf6de1cf,critical,"""What are the limitations of incremental concept learning when dealing with noisy or contradictory examples? """,Incremental Concept Learning,Analyze,Analyze,Evaluate,Critiquing,higher_order,high,Discussing limitations with noisy or contradictory examples requires critiquing the method and its robustness.
79e53b0f9f526bce2ba8b84f7fdd6fb4,creative,"""How could incremental concept learning be extended to handle real-world data like images or continuous features instead of symbolic structures? """,Incremental Concept Learning,Create,Create,Create,Generating,higher_order,high,Extending incremental learning to real-world continuous or image data requires generating new representation and processing approaches.
70010925449c844dfdfda628413f0a62,creative,How would you design an agent using incremental concept learning to solve Raven’s Progressive Matrices?,Incremental Concept Learning,Create,Create,Create,Planning,higher_order,high,Designing an agent to solve RPMs entails planning a novel system architecture and procedure.
33cfd721db7411e84e32bcd3b8e357ea,critical,""" Since semantic networks rely on informal, user-defined link labels, what problems can arise when two people build separate networks for the same domain using different relationship names, and what does this reveal about the model's assumptions?\n""",Semantic Networks,Analyze,Analyze,Analyze,Attributing,mid_order,high,"They ask what interoperability problems arise when different networks use different relation names, requiring analysis of causes and assumptions."
9ad211126b240871971437e308c506a2,creative,"""How could you extend a semantic network to represent uncertainty or degree, for example that a bat is """"somewhat"""" a bird in folk taxonomy?""",Semantic Networks,Apply,Create,Create,Generating,higher_order,high,"Extending a semantic network to represent degrees of membership asks for a designed extension, a generative design task."
831241bec90a83b9ab4ecb27508938f7,creative,"""Could a semantic network be used to model a character's evolving beliefs across a story, where nodes and links change or are removed as the plot progresses? """,Semantic Networks,Apply,Create,Apply,Implementing,mid_order,medium,"They ask whether semantic networks can model evolving beliefs, which is about applying the model to a dynamic use case and discussing implementation issues."
74d4efa7d71327b562fd6a6775064935,basic,What is the main goal of incremental concept learning?,Incremental Concept Learning,Remember,Understand,Remember,Recalling,lower_order,high,"The student asks for the main goal of the learning approach, which is a factual/conceptual recall."
c1d3e63887aba1c342810b01294ef2ed,basic,What does it mean to generalize or specialize a concept during incremental concept learning?,Incremental Concept Learning,Create,Understand,Understand,Explaining,lower_order,high,"The student asks for the meaning of generalize and specialize in this context, a conceptual explanation task."
3d388e634112382b34b997141a25c7a3,complex,"""If I receive a new positive example that is not covered by my current concept, what should I do next, and why?""",Incremental Concept Learning,Create,Apply,Apply,Implementing,mid_order,high,"The student asks what procedural update to make when a new positive example is uncovered, which is an implementation question."
d92d75e825597b44eca2d69bd13b454d,complex,How does incremental concept learning change over time as more positive and negative examples are added?,Incremental Concept Learning,Analyze,Understand,Understand,Explaining,lower_order,high,"The question asks how the concept representation evolves as examples accumulate, requiring an explanatory description."
7c3504bf5b8a003a2076fe295014c062,critical,"""What assumptions does incremental concept learning make about the examples or hypothesis space, and when might those assumptions break?""",Incremental Concept Learning,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The question asks to identify assumptions and when they break, which requires attributing conditions that affect the method."
0ee2ee550afa856e5355db04f9902c9c,critical,Can incremental concept learning fail or become misleading if the data contains noise or mislabeled examples? Why?,Incremental Concept Learning,Apply,Analyze,Analyze,Attributing,mid_order,high,"The question asks how noise or mislabeled examples cause failures, requiring attribution of causes to observed effects."
ae7ceace9014de38e8c2a60758f3385a,creative,How could incremental concept learning be adapted for a real-world task like email spam filtering or medical diagnosis?,Incremental Concept Learning,Create,Create,Create,Planning,higher_order,high,Adapting incremental learning to real-world applications requires planning how to modify and implement the method in new contexts.
94e50c0b55157d6a234a6cae39c77f8a,creative,What would change if the concept had to be learned from continuous features instead of simple symbolic attributes?,Incremental Concept Learning,Create,Analyze,Analyze,Attributing,mid_order,high,"The student asks how using continuous features would change learning, requiring analysis of how components and procedures must adapt."
edf6b484846f95ba3d6822c17b67e8dc,basic,I want to understand better the concept of incremental concept learning. How does the agent go about learning in this way?,Incremental Concept Learning,Analyze,Understand,Understand,Explaining,lower_order,high,"They ask how an agent performs incremental concept learning, which calls for a step-by-step conceptual explanation."
1bbf5b113196ffe04f97386e1e3f9a73,complex,"""When should I use incremental concept learning over version spaces? """,Incremental Concept Learning,Apply,Evaluate,Evaluate,Checking,higher_order,high,Asking when to use one learning method over another requires judging applicability based on task criteria and constraints.
5f23a319fe30f3ea087659c605f9cc5b,critical,"""I have an agent I am trying to build. It needs to recognize a transformation direction in the 3x3 RPM problems. The transformations can take place row-wise, column-wise, diagonally, and radially from the center. The transformations can take the form of sequential transformations along these directions or the result of combining 2 prior images to produce a 3rd. So the transformations could need 2 or 3 images in a given direction to describe. How could I construct an incremental learning concept of transformation direction?""",Incremental Concept Learning,Create,Create,Create,Planning,higher_order,high,"They ask how to construct an incremental learning concept for transformation direction, which requires planning a novel representation and learning approach."
3ff61bf9477c69145dd284d0fd111d55,creative,"""When should I use incremental concept learning over constraint propagation """,Incremental Concept Learning,Apply,Evaluate,Evaluate,Checking,higher_order,high,"They ask when to prefer incremental concept learning over constraint propagation, requiring evaluation of methods against task requirements."
f44f558c95ba260e3da8ba3907a6535a,creative,"""I am considering the most applicable and useful thing incremental concept learning can help me with in the RPM problem. Aside from directionality, what portions of the problem could using incremental concept learning help me with if any?""",Incremental Concept Learning,Create,Understand,Analyze,Organizing,mid_order,high,"The student asks which parts of the RPM problem incremental learning could help, requiring organization of the problem into subproblems and mapping methods to them."
6b45978d40c6e6fb803e3e30da14c9bd,basic,What are version spaces?,Version Spaces,Remember,Remember,Remember,Recalling,lower_order,high,"They ask for a definition of version spaces, a straightforward recall of a concept."
0332a651cc69ed468f9d99c94e3f1173,basic,What is the relationship between incremental concept learning and version spaces?,Version Spaces,Analyze,Understand,Understand,Explaining,lower_order,high,They request an explanation of the conceptual relationship between incremental learning and version spaces.
7815b09ae406f194b2bc840beb4d2994,complex,How do version spaces allow the agent to converge to the right generalization? Give an example including both overgeneralization and undergeneralization.,Version Spaces,Apply,Analyze,Analyze,Organizing,mid_order,high,"They ask how version spaces converge with examples and request an example contrasting over/undergeneralization, requiring organization of process and examples."
74541adcdd0e55cecc0b76d04baad8ff,complex,How are the steps of 'generalizing the specific model' and 'specifying the general model' connected?,Version Spaces,Analyze,Understand,Understand,Explaining,lower_order,high,"They ask how two update steps relate, which is a conceptual explanation of process connection."
